class_name,sample_id,num_gates,gate_max,gate_mean,gate_active_fraction,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,active_fraction_std,max_mean_ratio
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_009_6e50bf75,3,g0:180.000;g1:180.000;g2:180.000,g0:75.187538;g1:70.240829;g2:70.011078,g0:0.497907;g1:0.988580;g2:0.988560,0.38999541269024013,0.3899954143310597,0.6674281117686071,0.2694925772957504,0.2313006967306137,1.0739377313247807
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_010_aa0919f0,3,g0:180.000;g1:180.000;g2:180.000,g0:69.761642;g1:34.165718;g2:72.756775,g0:0.974271;g1:0.232840;g2:0.974629,0.4311535120216649,0.4311535133896805,0.4889669033036923,0.2577662921200196,0.34959810972213745,2.129525705706953
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_011_5fdc7c63,3,g0:180.000;g1:180.000;g2:180.000,g0:68.129524;g1:68.208786;g2:33.692142,g0:0.984375;g1:0.984395;g2:0.283363,0.3265621584846928,0.3265621588083338,0.5252315635844637,0.2594897943781689,0.3304651081562042,2.0244716119767765
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_026_dc3281d6,3,g0:180.000;g1:180.000;g2:180.000,g0:46.396126;g1:45.254105;g2:71.298286,g0:0.309829;g1:0.358000;g2:0.989896,0.5014827742766049,0.5014827748215612,0.5090779364364185,0.24426493948946396,0.3098570704460144,1.5755098249259132
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_037_b6e6a937,3,g0:180.000;g1:180.000;g2:180.000,g0:62.294365;g1:64.164963;g2:62.283203,g0:0.514070;g1:0.473055;g2:0.514070,0.9988908360586272,0.9988908360803236,0.9433940378146387,0.010188506790048754,0.019334936514496803,1.0302129554862178
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_038_7008fd63,3,g0:180.000;g1:180.000;g2:180.000,g0:69.425621;g1:69.519249;g2:46.388771,g0:0.963867;g1:0.963887;g2:0.303292,0.3286067940867455,0.3286067932597873,0.5418503318149751,0.27040180627955124,0.3114026188850403,1.4986223471362863
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_040_86a384c0,3,g0:180.000;g1:180.000;g2:180.000,g0:103.830215;g1:101.418289;g2:67.749702,g0:0.813317;g1:0.822266;g2:0.976144,0.3459527634093548,0.34595276413647863,0.8669532088463625,0.23496860886613527,0.07473746687173843,1.5325560363190054
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_044_ca11edd3,3,g0:180.000;g1:180.000;g2:180.000,g0:32.128029;g1:32.193001;g2:31.945692,g0:0.250777;g1:0.226323;g2:0.243164,0.9998768078409682,0.9998768078384962,0.9263342574566802,0.0017406136806433399,0.010217447765171528,1.0077415361857305
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_045_3de35807,3,g0:180.000;g1:180.000;g2:180.000,g0:67.125458;g1:68.324875;g2:76.002014,g0:0.991669;g1:0.991769;g2:0.530194,0.32884322430124385,0.32884322404010424,0.6817475292298067,0.2681589579830567,0.2175651490688324,1.1322382996289724
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_047_ebe9d35b,3,g0:180.000;g1:180.000;g2:180.000,g0:30.215441;g1:28.439533;g2:70.227203,g0:0.213090;g1:0.274135;g2:0.985989,0.26421136498699493,0.2642113647792142,0.4159595319749065,0.2676455856611331,0.3508460521697998,2.469351476066607
