class_name,sample_id,num_gates,gate_max,gate_mean,gate_active_fraction,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,active_fraction_std,max_mean_ratio
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_009_6e50bf75,3,g0:114.000;g1:1.000;g2:1.000,g0:54.752689;g1:0.083526;g2:0.083526,g0:0.496771;g1:0.000000;g2:0.000000,0.34403628157252314,0.34403627606934367,0.3333333333333333,0.3194972674051921,0.2341802716255188,655.5168316464282
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_010_aa0919f0,3,g0:1.000;g1:47.000;g2:1.000,g0:0.083526;g1:10.208785;g2:0.083526,g0:0.000000;g1:0.223972;g2:0.000000,0.34770765252613706,0.3477076520925874,0.3333333333333333,0.17308861017227173,0.10558123141527176,122.2228627232561
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_011_5fdc7c63,3,g0:1.000;g1:1.000;g2:31.000,g0:0.083526;g1:0.083526;g2:6.523537,g0:0.000000;g1:0.000000;g2:0.222218,0.3498815206350381,0.34988152292551505,0.3333333333333333,0.16894165674845377,0.1047544777393341,78.10188795172598
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_026_dc3281d6,3,g0:76.000;g1:30.000;g2:1.000,g0:21.735451;g1:8.731246;g2:0.083526,g0:0.309411;g1:0.301638;g2:0.000000,0.34768788645836923,0.34768788551318847,0.3249597423510467,0.21510735309372345,0.14406061172485352,260.2238168144842
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_037_b6e6a937,3,g0:18.000;g1:61.000;g2:18.000,g0:8.016024;g1:26.926678;g2:8.016024,g0:0.467514;g1:0.471361;g2:0.467514,0.9989545830470359,0.9989545828319603,0.9945597790086396,0.008031258980433146,0.0018132416298612952,3.3591065754079814
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_038_7008fd63,3,g0:1.000;g1:1.000;g2:52.000,g0:0.083526;g1:0.083526;g2:14.414541,g0:0.000000;g1:0.000000;g2:0.299406,0.3470719194592804,0.3470719182676443,0.3333333333333333,0.20638684431711832,0.1411413848400116,172.57553037874283
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_040_86a384c0,3,g0:40.000;g1:15.000;g2:1.000,g0:30.936224;g1:10.835917;g2:0.083526,g0:0.798748;g1:0.797194;g2:0.000000,0.3475336912439307,0.3475336930686069,0.3326845983665186,0.4853444881737232,0.37616774439811707,370.37843739552363
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_044_ca11edd3,3,g0:40.000;g1:70.000;g2:40.000,g0:8.270149;g1:14.419922;g2:8.270149,g0:0.221022;g1:0.222577;g2:0.221022,0.9998926791706854,0.9998926792652547,0.9953438395415471,0.0018204936447242896,0.0007328072097152472,1.7436108433234778
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_045_3de35807,3,g0:1.000;g1:1.000;g2:55.000,g0:0.083526;g1:0.083526;g2:27.949757,g0:0.000000;g1:0.000000;g2:0.528181,0.34222764716453513,0.3422276514041716,0.3333333333333333,0.3354988098144531,0.24898681044578552,334.6234882702797
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_047_ebe9d35b,3,g0:86.000;g1:14.000;g2:1.000,g0:17.107403;g1:2.597656;g2:0.083526,g0:0.212074;g1:0.203384;g2:0.000000,0.3565927818200189,0.3565927822495985,0.31967546909751593,0.1645822785794735,0.09798853099346161,204.81533624936534
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_079_c4db4324,3,g0:28.000;g1:48.000;g2:28.000,g0:4.463469;g1:7.755760;g2:4.463469,g0:0.178173;g1:0.179010;g2:0.178173,0.9995781487978238,0.9995781489335037,0.9968826541972834,0.0032425165797273317,0.0003945928474422544,1.737608235906951
flat_false,01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_090_bde1b486,3,g0:1.000;g1:1.000;g2:52.000,g0:0.083526;g1:0.083526;g2:19.282764,g0:0.000000;g1:0.000000;g2:0.385702,0.34497904151342657,0.3449790425958894,0.3333333333333333,0.258569856484731,0.18182183802127838,230.85946635829373
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_002_ed005df8,3,g0:86.000;g1:62.000;g2:1.000,g0:20.531868;g1:14.815669;g2:0.083526,g0:0.268993;g1:0.266761;g2:0.000000,0.3412214043145714,0.3412214036882692,0.3305672865575066,0.18726574955508113,0.12628173828125,245.81413632086867
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_011_16c71499,3,g0:49.000;g1:52.000;g2:49.000,g0:11.156489;g1:11.944894;g2:11.156489,g0:0.244758;g1:0.245197;g2:0.244758,0.9999582387131637,0.9999582387987586,0.9988078788371401,0.0014698755306502183,0.0002066881424980238,1.0706677914902576
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_012_ff835ac3,3,g0:1.000;g1:51.000;g2:58.000,g0:0.083526;g1:12.272860;g2:14.041553,g0:0.000000;g1:0.257115;g2:0.257613,0.34794590676819265,0.3479459065299055,0.33268863788746195,0.18700806998337308,0.12132275849580765,168.1100009383919
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_018_084369d3,3,g0:68.000;g1:66.000;g2:1.000,g0:17.948940;g1:17.543228;g2:0.083526,g0:0.285934;g1:0.285794;g2:0.000000,0.3426812000214882,0.3426812022586578,0.33317069770683766,0.20135436401081583,0.13475748896598816,214.89049394737228
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_022_1a58a540,3,g0:39.000;g1:44.000;g2:39.000,g0:9.587791;g1:10.690529;g2:9.587791,g0:0.260264;g1:0.261081;g2:0.260264,0.99993018274473,0.9999301827878186,0.9979134860050891,0.002671916037797928,0.00038519411464221776,1.1150147490512783
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_028_55115f48,3,g0:1.000;g1:45.000;g2:45.000,g0:0.083526;g1:8.132693;g2:8.132693,g0:0.000000;g1:0.192383;g2:0.192383,0.3461804310866297,0.34618043117145686,0.3333333333333333,0.15338986118634543,0.09069012105464935,97.36722343396487
flat_false,02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_029_4706e4fc,3,g0:67.000;g1:67.000;g2:16.000,g0:17.612125;g1:17.612125;g2:4.062181,g0:0.279277;g1:0.279277;g2:0.267877,0.9983634906365507,0.9983634907508439,0.972787173814791,0.01037006825208664,0.005373947788029909,4.335632856912616
