class_name,sample_id,num_gates,gate_max,gate_mean,gate_active_fraction,mean_pair_corr_raw,mean_pair_corr_maxnorm,mean_pair_mask_iou,mean_pair_absdiff_maxnorm,active_fraction_std,max_mean_ratio
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_009_6e50bf75,3,g0:180.000;g1:180.000;g2:180.000,g0:57.914581;g1:82.751816;g2:82.511696,g0:0.532984;g1:0.990733;g2:0.990693,0.388976473692588,0.3889764745860933,0.690706512503947,0.231948944235531,0.21577541530132294,1.4288597783158432
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_010_aa0919f0,3,g0:180.000;g1:180.000;g2:180.000,g0:82.696609;g1:29.894850;g2:82.974686,g0:0.975626;g1:0.280214;g2:0.975666,0.45151820621649635,0.4515182055829285,0.5213264291342375,0.2539091205690056,0.3278298079967499,2.775551183139502
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_011_5fdc7c63,3,g0:180.000;g1:180.000;g2:180.000,g0:82.458702;g1:80.285652;g2:31.023777,g0:0.984754;g1:0.984714;g2:0.351124,0.33014477754783655,0.3301447781079277,0.5710315054638725,0.2742977989837527,0.2986864745616913,2.657919506899126
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_026_dc3281d6,3,g0:180.000;g1:180.000;g2:180.000,g0:40.216618;g1:39.670261;g2:79.482162,g0:0.352958;g1:0.414381;g2:0.990414,0.5206459458791239,0.5206459460374172,0.5377111139479761,0.2328486666083336,0.2871191203594208,2.003570425415275
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_037_b6e6a937,3,g0:180.000;g1:180.000;g2:180.000,g0:45.531212;g1:47.241291;g2:45.495438,g0:0.525251;g1:0.527404;g2:0.523457,0.9988648815551558,0.9988648815691827,0.9439905161607908,0.008527759676023075,0.001613216707482934,1.0383742527893685
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_038_7008fd63,3,g0:180.000;g1:180.000;g2:180.000,g0:79.836731;g1:79.894630;g2:41.779018,g0:0.965202;g1:0.965202;g2:0.426060,0.3437628313607808,0.34376283179395145,0.6265038705330749,0.2591627943426526,0.2541540861129761,1.9123146854047148
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_040_86a384c0,3,g0:180.000;g1:180.000;g2:180.000,g0:75.693542;g1:74.050842;g2:78.258011,g0:0.827966;g1:0.840103;g2:0.977938,0.3422630366642685,0.3422630375427029,0.8777725388956114,0.16986894886940718,0.06801745295524597,1.0568145945308836
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_044_ca11edd3,3,g0:180.000;g1:180.000;g2:180.000,g0:27.167171;g1:27.023079;g2:26.681063,g0:0.491490;g1:0.433474;g2:0.388353,0.9998427842397973,0.999842784238119,0.8455241987743422,0.00255958316847682,0.04221503436565399,1.0182192435662254
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_045_3de35807,3,g0:180.000;g1:180.000;g2:180.000,g0:79.527802;g1:80.159821;g2:62.888512,g0:0.992885;g1:0.992965;g2:0.563616,0.32846664054056,0.32846664100991335,0.7046235049505628,0.22075472275416055,0.20237810909748077,1.2746337676574195
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_047_ebe9d35b,3,g0:180.000;g1:180.000;g2:180.000,g0:24.394730;g1:22.868902;g2:80.591362,g0:0.316765;g1:0.345763;g2:0.986228,0.29089011447098695,0.29089011482756577,0.5071976385427182,0.2656723614782095,0.3089801073074341,3.5240590594193058
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_079_c4db4324,3,g0:180.000;g1:180.000;g2:180.000,g0:25.301399;g1:24.726204;g2:24.476862,g0:0.389310;g1:0.257175;g2:0.263911,0.9995428356630748,0.999542835651655,0.7446387017857101,0.004685137964164217,0.06076349690556526,1.0336863965152139
flat_false,view_z000__01_Main_Battle_Tank__01_Main_Battle_Tank_01_Main_Battle_Tank_090_bde1b486,3,g0:180.000;g1:180.000;g2:180.000,g0:78.696648;g1:78.421692;g2:50.098293,g0:0.977679;g1:0.977679;g2:0.514648,0.2837885199445203,0.28378852058890675,0.6796195964638163,0.25401512141494703,0.21827450394630432,1.5708448821960794
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_002_ed005df8,3,g0:180.000;g1:180.000;g2:180.000,g0:28.183514;g1:27.842215;g2:80.128349,g0:0.329241;g1:0.308693;g2:0.987245,0.31855313072670216,0.3185531318068057,0.5139954237303288,0.2520255879499018,0.3151407837867737,2.8779445349594197
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_011_16c71499,3,g0:180.000;g1:180.000;g2:180.000,g0:28.329979;g1:28.303392;g2:28.229532,g0:0.320890;g1:0.302316;g2:0.312560,0.9999354659779073,0.9999354659807483,0.9550470893687132,0.0012136538862250745,0.007596444338560104,1.0035582134407808
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_012_ff835ac3,3,g0:180.000;g1:180.000;g2:180.000,g0:78.322044;g1:31.013054;g2:30.661331,g0:0.983418;g1:0.334602;g2:0.291155,0.33881671557993553,0.33881671489607584,0.501894008718029,0.26074447265515727,0.3165926933288574,2.554424135111557
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_018_084369d3,3,g0:180.000;g1:180.000;g2:180.000,g0:30.736567;g1:30.576551;g2:77.725449,g0:0.303492;g1:0.302057;g2:0.978217,0.3997774780933037,0.39977747854324863,0.5381016446835917,0.23919292873082063,0.3184071481227875,2.5419952530481877
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_022_1a58a540,3,g0:180.000;g1:180.000;g2:180.000,g0:32.799606;g1:32.933792;g2:32.333843,g0:0.396285;g1:0.384128;g2:0.320970,0.9999100071626286,0.9999100071578056,0.8658770432989676,0.002696065232157707,0.03301350772380829,1.0185548274842164
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_028_55115f48,3,g0:180.000;g1:180.000;g2:180.000,g0:82.872849;g1:23.833685;g2:23.249403,g0:0.995197;g1:0.282306;g2:0.226921,0.26858306235877477,0.26858306345669786,0.43849913464984186,0.2795068869988124,0.34984567761421204,3.564515119428112
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_029_4706e4fc,3,g0:180.000;g1:180.000;g2:180.000,g0:36.000500;g1:36.176819;g2:34.947624,g0:0.295839;g1:0.300462;g2:0.352778,0.9984388028708738,0.9984388028669847,0.8752140595370305,0.010418807660850385,0.025820842012763023,1.0351724807915026
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_030_5ac33d86,3,g0:180.000;g1:180.000;g2:180.000,g0:14.309291;g1:14.750419;g2:14.729591,g0:0.196628;g1:0.232282;g2:0.235850,0.9998700340883703,0.9998700340829414,0.8702222992153567,0.0019508367792392771,0.017708538100123405,1.0308280669263286
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_032_bd7fe2b8,3,g0:180.000;g1:180.000;g2:180.000,g0:81.116890;g1:30.461296;g2:30.581333,g0:0.997887;g1:0.352818;g2:0.365175,0.3664867159043761,0.3664867159715961,0.5610606011395892,0.2497797233130162,0.3012183904647827,2.6629493944206604
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_035_d62581e0,3,g0:180.000;g1:180.000;g2:180.000,g0:33.124443;g1:33.081017;g2:32.227638,g0:0.328364;g1:0.319336;g2:0.288564,0.9998675406985287,0.9998675406963297,0.8736817822049443,0.0036969866584210345,0.01703733392059803,1.0278271961092207
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_044_95fe1170,3,g0:180.000;g1:180.000;g2:180.000,g0:34.248764;g1:34.754684;g2:34.757751,g0:0.332390;g1:0.407745;g2:0.403400,0.9998995017115019,0.9998995017066492,0.8590620712903875,0.0028548399762560925,0.03454408422112465,1.0148614830652516
flat_false,view_z000__02_Fighter_Jet__02_Fighter_Jet_02_Fighter_Jet_053_d74150a2,3,g0:180.000;g1:180.000;g2:180.000,g0:81.575233;g1:32.103256;g2:31.937939,g0:0.984853;g1:0.400809;g2:0.378926,0.434842259046517,0.43484225919378144,0.5787533929765533,0.2487410108636444,0.28062117099761963,2.5541796623380875
